,YEAR_DATE,CARRIER,ORIGIN,ORIGINSTATE,DEST,DEST_STATE_ABR,DEPDELAY,TAXI_OUT,TAXI_IN,ARRDELAY,AIR_TIME,DISTANCE
209537,2016,DL,ATL,GA,CVG,KY,-3.0,28.0,5.0,-1.0,56.0,373.0
873059,1998,DL,GTF,MT,HLN,MT,-1.0,8.0,3.0,-3.0,15.0,67.0
2179648,2000,US,ORF,VA,PHL,PA,-3.0,8.0,6.0,-3.0,43.0,211.0
407060,2013,MQ,PIA,IL,DFW,TX,-1.0,48.0,30.0,54.0,112.0,672.0
1131653,1999,UA,SJC,CA,ORD,IL,-6.0,17.0,13.0,-6.0,218.0,1830.0
418559,2004,UA,SFO,CA,LAX,CA,-5.0,13.0,5.0,-8.0,59.0,337.0
235066,2005,F9,LAS,NV,DEN,CO,-1.0,14.0,5.0,-12.0,80.0,629.0
4799911,2016,F9,MCO,FL,DTW,MI,-6.0,13.0,10.0,-21.0,120.0,957.0
3064827,1998,AA,MCI,MO,DFW,TX,0.0,24.0,9.0,2.0,71.0,460.0
4309200,2015,WN,LAS,NV,SJC,CA,11.0,12.0,4.0,8.0,61.0,386.0
4528158,2005,MQ,ORD,IL,SYR,NY,-5.0,20.0,4.0,-6.0,84.0,607.0
989250,1999,US,DCA,VA,BOS,MA,0.0,16.0,9.0,3.0,64.0,399.0
1883815,2005,OH (1),ROA,VA,CVG,KY,0.0,5.0,6.0,-4.0,60.0,282.0
740456,1997,DL,BHM,AL,CVG,KY,1.0,12.0,9.0,-2.0,61.0,396.0
520833,2010,FL,ATL,GA,IAD,VA,-11.0,17.0,5.0,-19.0,78.0,533.0
2304860,2015,WN,AUS,TX,DAL,TX,40.0,11.0,4.0,33.0,33.0,189.0
2013959,2004,WN,LAS,NV,BUR,CA,65.0,13.0,2.0,65.0,45.0,223.0
3183918,1998,CO,BWI,MD,IAH,TX,-1.0,9.0,9.0,10.0,189.0,1235.0
848143,2004,CO,PHX,AZ,IAH,TX,-4.0,14.0,6.0,-17.0,127.0,1009.0
2509830,2005,NW,SAT,TX,MSP,MN,-6.0,9.0,6.0,-20.0,134.0,1097.0
855410,2003,NW,DTW,MI,ABE,PA,0.0,15.0,4.0,-2.0,63.0,424.0
2178034,2009,MQ,DFW,TX,HOU,TX,7.0,11.0,7.0,4.0,49.0,247.0
1676678,2008,OH (1),CVG,KY,ALB,NY,5.0,22.0,10.0,24.0,101.0,623.0
2690422,1996,UA,ORD,IL,LGA,NY,0.0,16.0,4.0,-3.0,94.0,733.0
694123,2016,WN,HOU,TX,TUL,OK,0.0,21.0,3.0,4.0,65.0,453.0
471712,2007,UA,DEN,CO,PDX,OR,24.0,10.0,2.0,14.0,136.0,991.0
4390491,2014,DL,FLL,FL,ATL,GA,-5.0,14.0,16.0,-8.0,79.0,581.0
1791080,2007,WN,BNA,TN,JAX,FL,39.0,16.0,5.0,46.0,66.0,484.0
808508,2010,XE,EWR,NJ,CMH,OH,-2.0,14.0,6.0,-21.0,73.0,462.0
1721035,2012,WN,PHX,AZ,BUR,CA,6.0,12.0,2.0,3.0,68.0,369.0
14785,2000,TW,STL,MO,BWI,MD,2.0,24.0,7.0,8.0,102.0,737.0
729032,2011,MQ,DFW,TX,MAF,TX,-6.0,13.0,2.0,-7.0,49.0,309.0
370283,1997,TW,STL,MO,ICT,KS,0.0,14.0,4.0,-3.0,70.0,392.0
2867613,1999,WN,BWI,MD,STL,MO,0.0,13.0,5.0,0.0,127.0,737.0
4710321,2010,EV,ATL,GA,CAE,SC,78.0,14.0,5.0,61.0,31.0,191.0
4449940,2010,DL,ATL,GA,BWI,MD,37.0,53.0,8.0,68.0,84.0,576.0
4336832,2011,WN,MCO,FL,PHL,PA,3.0,8.0,12.0,-1.0,121.0,861.0
4599206,2015,OO,RDM,OR,LAX,CA,-17.0,15.0,18.0,-6.0,114.0,726.0
1690623,2000,UA,IAD,VA,PDX,OR,8.0,31.0,4.0,21.0,307.0,2327.0
4704122,2016,B6,BOS,MA,DCA,VA,-2.0,18.0,2.0,-13.0,66.0,399.0
4800586,2002,AA,STL,MO,DAY,OH,4.0,18.0,6.0,5.0,51.0,339.0
2548356,2004,DL,ATL,GA,BNA,TN,-4.0,25.0,5.0,-4.0,38.0,214.0
3808609,2011,WN,MDW,IL,IND,IN,12.0,8.0,5.0,9.0,34.0,162.0
4176719,2009,WN,ONT,CA,LAS,NV,-2.0,7.0,7.0,-11.0,37.0,197.0
3218990,2003,MQ,ORD,IL,CVG,KY,-7.0,17.0,5.0,0.0,56.0,264.0
3027664,2009,WN,SAT,TX,DAL,TX,83.0,7.0,5.0,79.0,44.0,248.0
1050795,2010,CO,EWR,NJ,MIA,FL,63.0,15.0,36.0,99.0,167.0,1086.0
546950,2005,OO,SLC,UT,SUN,ID,3.0,25.0,1.0,8.0,46.0,223.0
4857965,2012,B6,PWM,ME,JFK,NY,-7.0,8.0,10.0,31.0,101.0,273.0
1961092,2004,DL,ATL,GA,DCA,VA,23.0,14.0,7.0,12.0,69.0,547.0
3953801,2005,HA,SEA,WA,HNL,HI,-2.0,18.0,4.0,-19.0,316.0,2677.0
2152728,2010,AA,LAX,CA,HNL,HI,-5.0,16.0,2.0,-16.0,311.0,2556.0
3182625,2007,MQ,LAX,CA,SJC,CA,-5.0,8.0,2.0,-23.0,47.0,308.0
3532439,2014,AA,STL,MO,LAX,CA,14.0,11.0,6.0,-24.0,195.0,1592.0
4439113,1998,US,CLT,NC,DTW,MI,-1.0,9.0,6.0,-7.0,79.0,500.0
942607,2008,MQ,ORD,IL,CLT,NC,-4.0,14.0,6.0,-13.0,86.0,599.0
744403,2001,WN,SJC,CA,PHX,AZ,10.0,10.0,5.0,15.0,95.0,622.0
301750,2009,YV,PHX,AZ,YUM,AZ,61.0,15.0,5.0,55.0,45.0,160.0
528138,2002,WN,ELP,TX,DAL,TX,0.0,3.0,2.0,-9.0,76.0,562.0
2778666,2006,UA,DEN,CO,SJC,CA,19.0,11.0,5.0,11.0,139.0,949.0
2480621,2006,XE,CLE,OH,DFW,TX,-9.0,9.0,4.0,-20.0,160.0,1021.0
1225773,2004,US,LGA,NY,CLT,NC,4.0,14.0,6.0,4.0,93.0,544.0
425662,2002,NW,MSP,MN,ORD,IL,-2.0,6.0,5.0,-5.0,54.0,334.0
1963598,1996,TW,ATL,GA,STL,MO,0.0,17.0,3.0,13.0,90.0,484.0
568902,2009,US,DCA,VA,BOS,MA,-6.0,14.0,4.0,-4.0,68.0,399.0
2736350,2005,NW,DTW,MI,BOS,MA,5.0,31.0,8.0,24.0,86.0,632.0
376402,2003,DH,ORD,IL,CLE,OH,-9.0,13.0,3.0,-25.0,46.0,316.0
1175794,2012,EV,LIT,AR,DEN,CO,7.0,9.0,9.0,6.0,123.0,771.0
855920,1997,DL,DFW,TX,MEM,TN,10.0,16.0,4.0,5.0,54.0,432.0
3351180,2007,OO,ORD,IL,MBS,MI,-5.0,12.0,3.0,-9.0,45.0,222.0
2246557,2004,WN,LAS,NV,RNO,NV,0.0,5.0,3.0,-5.0,62.0,345.0
3383230,2013,YV,IAD,VA,DTW,MI,-5.0,26.0,7.0,1.0,74.0,383.0
2784283,2011,YV,YUM,AZ,PHX,AZ,-4.0,9.0,11.0,-11.0,40.0,160.0
4113875,1998,US,PBI,FL,PHL,PA,-6.0,12.0,3.0,-12.0,132.0,951.0
4088404,2003,DL,MIA,FL,ATL,GA,3.0,21.0,8.0,1.0,94.0,595.0
1873112,2009,US,CLT,NC,PIT,PA,-5.0,13.0,5.0,-13.0,56.0,366.0
1997282,2010,WN,SFO,CA,SAN,CA,-2.0,11.0,2.0,-2.0,72.0,447.0
4864907,2004,MQ,ACT,TX,DFW,TX,-6.0,7.0,10.0,-4.0,36.0,89.0
1063599,1996,WN,AUS,TX,BNA,TN,25.0,7.0,4.0,16.0,95.0,753.0
4403157,2010,FL,BWI,MD,JAX,FL,64.0,10.0,6.0,79.0,114.0,663.0
3670669,2006,US,LAS,NV,PHX,AZ,-5.0,28.0,4.0,3.0,46.0,256.0
4240333,1998,WN,PVD,RI,MDW,IL,0.0,8.0,2.0,-7.0,133.0,842.0
957165,2016,AA,CLT,NC,DFW,TX,-2.0,27.0,8.0,-12.0,138.0,936.0
2181345,2013,VX,LAX,CA,SFO,CA,0.0,19.0,6.0,-1.0,49.0,337.0
2976864,2011,AA,DFW,TX,IND,IN,8.0,10.0,5.0,4.0,106.0,762.0
1141670,1999,DL,CVG,KY,OKC,OK,67.0,30.0,5.0,81.0,111.0,756.0
1398421,2001,US,MHT,NH,PHL,PA,89.0,24.0,11.0,105.0,66.0,290.0
2224182,2012,DL,ATL,GA,DCA,VA,-4.0,20.0,4.0,-14.0,76.0,547.0
3433522,2003,DH,CVG,KY,CAE,SC,-6.0,18.0,5.0,-3.0,68.0,404.0
3455929,1996,UA,SFO,CA,SAN,CA,-3.0,6.0,18.0,-8.0,58.0,447.0
3286463,2016,OO,BIL,MT,MSP,MN,-15.0,12.0,9.0,-14.0,104.0,748.0
508830,2007,MQ,LAX,CA,SAN,CA,0.0,16.0,7.0,-4.0,33.0,109.0
1159584,2013,YV,AUS,TX,PHX,AZ,0.0,10.0,6.0,4.0,131.0,872.0
2605864,2010,B6,BUF,NY,JFK,NY,-7.0,11.0,7.0,-10.0,58.0,301.0
4345782,2015,WN,HOU,TX,LAS,NV,-5.0,9.0,17.0,-20.0,164.0,1235.0
4067842,1999,WN,LAS,NV,ABQ,NM,0.0,11.0,3.0,0.0,66.0,487.0
2031352,2016,NK,ORD,IL,PHX,AZ,-4.0,22.0,6.0,0.0,196.0,1440.0
1485312,2013,WN,MCO,FL,DEN,CO,-1.0,9.0,6.0,-16.0,205.0,1546.0
3187303,1996,AA,BOS,MA,DFW,TX,-7.0,11.0,8.0,-1.0,256.0,1562.0
2533558,2011,UA,ALB,NY,ORD,IL,-4.0,12.0,5.0,-22.0,102.0,723.0
1284944,2006,DL,BOS,MA,ATL,GA,4.0,31.0,8.0,4.0,129.0,946.0
3568195,2005,AS,PDX,OR,SAN,CA,0.0,10.0,4.0,-10.0,122.0,933.0
3878277,2004,DL,BWI,MD,ATL,GA,22.0,14.0,13.0,18.0,80.0,576.0
613863,2009,AA,SNA,CA,DFW,TX,-7.0,10.0,7.0,-19.0,141.0,1205.0
978098,2006,XE,HRL,TX,IAH,TX,147.0,44.0,9.0,184.0,59.0,295.0
4480798,2015,UA,RDU,NC,SFO,CA,-1.0,8.0,13.0,-2.0,329.0,2400.0
3730010,1999,UA,DEN,CO,SEA,WA,1.0,15.0,5.0,8.0,154.0,1024.0
604947,2012,OO,LAX,CA,SMF,CA,-2.0,14.0,4.0,-13.0,57.0,373.0
718117,2005,OO,PSC,WA,DEN,CO,-5.0,7.0,11.0,-10.0,109.0,852.0
1031797,2011,WN,SAT,TX,ELP,TX,-2.0,8.0,3.0,-6.0,80.0,496.0
4412510,2002,AS,SEA,WA,PDX,OR,-5.0,13.0,3.0,-4.0,31.0,129.0
3576653,2005,AS,FAI,AK,ANC,AK,-12.0,15.0,8.0,-8.0,49.0,261.0
4792915,2001,US,MCO,FL,BWI,MD,-1.0,12.0,5.0,-8.0,108.0,787.0
703188,2009,B6,CLT,NC,BOS,MA,-6.0,18.0,5.0,-9.0,110.0,728.0
2944259,2016,HA,KOA,HI,HNL,HI,-6.0,8.0,10.0,-5.0,30.0,163.0
3275827,2002,WN,OAK,CA,SEA,WA,0.0,6.0,5.0,-10.0,94.0,671.0
3230008,2009,OO,BNA,TN,DEN,CO,-3.0,12.0,9.0,1.0,158.0,1013.0
3877835,2015,WN,LAS,NV,IND,IN,16.0,17.0,6.0,14.0,185.0,1590.0
897498,2004,MQ,TYR,TX,DFW,TX,-9.0,5.0,11.0,-20.0,29.0,103.0
806636,2010,WN,ISP,NY,MCO,FL,-4.0,7.0,6.0,-25.0,126.0,972.0
4222979,2001,DL,LGA,NY,ATL,GA,-5.0,21.0,5.0,-12.0,127.0,761.0
3918834,2009,OO,DEN,CO,EUG,OR,-4.0,23.0,4.0,-9.0,146.0,997.0
1114831,2016,EV,MKE,WI,CLE,OH,-10.0,21.0,6.0,-10.0,51.0,328.0
1924100,2003,TZ,MDW,IL,SEA,WA,-4.0,16.0,9.0,-13.0,221.0,1733.0
3305858,1998,AA,ALB,NY,ORD,IL,-4.0,10.0,5.0,-23.0,99.0,723.0
2541765,2012,US,BWI,MD,PHL,PA,-7.0,11.0,5.0,-24.0,35.0,90.0
4314501,2000,UA,SEA,WA,DEN,CO,-3.0,13.0,3.0,-7.0,129.0,1024.0
293478,2016,DL,DTW,MI,RSW,FL,-6.0,16.0,3.0,-28.0,134.0,1084.0
3762195,1997,DL,DFW,TX,ELP,TX,0.0,23.0,4.0,-3.0,80.0,551.0
4474011,2013,AA,JFK,NY,SEA,WA,-10.0,31.0,4.0,-43.0,327.0,2422.0
1766798,1995,NW,DTW,MI,MIA,FL,-4.0,31.0,6.0,-5.0,148.0,1145.0
48198,2005,CO,TPA,FL,IAH,TX,-2.0,11.0,13.0,3.0,117.0,787.0
4732550,2001,DL,ONT,CA,ATL,GA,-1.0,14.0,11.0,-3.0,218.0,1900.0
2912582,2011,OO,DEN,CO,FAR,ND,-1.0,27.0,5.0,-4.0,83.0,627.0
332040,1995,DL,DCA,VA,DFW,TX,1.0,14.0,5.0,-13.0,152.0,1192.0
3926436,2014,AA,DFW,TX,BWI,MD,-6.0,18.0,7.0,-11.0,150.0,1217.0
2041836,2013,WN,IND,IN,BWI,MD,4.0,9.0,3.0,-5.0,69.0,516.0
1088969,2011,AS,BUR,CA,SEA,WA,-11.0,17.0,3.0,-18.0,124.0,937.0
2121329,2006,OO,SLC,UT,GTF,MT,0.0,15.0,6.0,-3.0,62.0,463.0
1075379,2007,FL,MLI,IL,ATL,GA,-6.0,9.0,6.0,-9.0,94.0,633.0
198896,1995,DL,ATL,GA,JFK,NY,6.0,30.0,7.0,-12.0,95.0,760.0
1723475,2001,AA,PBI,FL,ORD,IL,6.0,9.0,6.0,-6.0,161.0,1144.0
1812384,2007,MQ,CMH,OH,MIA,FL,-4.0,10.0,13.0,-8.0,133.0,990.0
1977952,2002,AA,STL,MO,TUL,OK,-5.0,10.0,4.0,-10.0,58.0,351.0
1277917,2005,WN,HOU,TX,PHX,AZ,47.0,12.0,4.0,34.0,131.0,1020.0
161488,2008,NW,SAT,TX,DTW,MI,-5.0,9.0,20.0,-7.0,149.0,1215.0
4116280,2006,YV,MHT,NH,IAD,VA,-6.0,10.0,11.0,-15.0,79.0,418.0
2771640,2004,NW,MSP,MN,IAD,VA,15.0,27.0,9.0,21.0,111.0,908.0
199205,2011,MQ,LAX,CA,SAN,CA,-4.0,24.0,4.0,-4.0,32.0,109.0
2955547,2004,US,CLT,NC,CHS,SC,-3.0,14.0,4.0,-11.0,30.0,168.0
2429136,2007,YV,IAD,VA,MDT,PA,0.0,8.0,5.0,5.0,47.0,94.0
4376654,2008,WN,BWI,MD,BUF,NY,-2.0,10.0,3.0,-7.0,47.0,281.0
4543713,1999,NW,MSP,MN,SAN,CA,-4.0,35.0,2.0,-4.0,193.0,1532.0
3086089,1995,DL,ANC,AK,LAX,CA,-2.0,8.0,10.0,-19.0,284.0,2345.0
3560811,2011,DL,SLC,UT,OAK,CA,-2.0,19.0,4.0,4.0,103.0,588.0
3801338,2011,AS,SEA,WA,ANC,AK,22.0,10.0,5.0,24.0,201.0,1448.0
1754450,1996,CO,RSW,FL,CLE,OH,-4.0,8.0,6.0,-6.0,153.0,1025.0
1198747,1996,US,PHL,PA,CLT,NC,22.0,10.0,4.0,9.0,63.0,448.0
1666405,2008,NW,EWR,NJ,DTW,MI,-8.0,68.0,8.0,48.0,96.0,487.0
4374478,2006,EV,CAE,SC,ATL,GA,42.0,3.0,4.0,32.0,40.0,191.0
3442560,2001,DL,CVG,KY,PIT,PA,-8.0,23.0,6.0,6.0,53.0,256.0
1758003,2007,DL,SLC,UT,RNO,NV,-2.0,18.0,6.0,-2.0,66.0,422.0
2141535,2003,MQ,OKC,OK,ORD,IL,1.0,15.0,6.0,-3.0,95.0,693.0
807339,1995,WN,HOU,TX,TUL,OK,0.0,6.0,2.0,-8.0,59.0,453.0
615166,2007,CO,RSW,FL,EWR,NJ,0.0,10.0,6.0,-16.0,144.0,1068.0
3508416,2015,B6,PBI,FL,JFK,NY,-5.0,11.0,8.0,-11.0,131.0,1028.0
4704102,2010,XE,ROA,VA,IAD,VA,44.0,9.0,5.0,40.0,46.0,177.0
4696765,2012,YV,ORF,VA,CLT,NC,-5.0,8.0,3.0,-23.0,56.0,290.0
2323760,1995,DL,ATL,GA,JAN,MS,8.0,40.0,5.0,24.0,51.0,341.0
606137,2005,DL,CVG,KY,BDL,CT,-1.0,13.0,7.0,-11.0,83.0,661.0
142701,2001,DL,ATL,GA,CVG,KY,4.0,11.0,8.0,-10.0,57.0,373.0
309735,2008,MQ,ACT,TX,DFW,TX,124.0,16.0,10.0,130.0,30.0,89.0
127863,2005,DL,ATL,GA,BDL,CT,-3.0,15.0,7.0,-10.0,108.0,859.0
3852090,2005,CO,IAH,TX,MIA,FL,5.0,24.0,3.0,-5.0,118.0,964.0
609676,2006,AA,EWR,NJ,DFW,TX,82.0,29.0,4.0,75.0,205.0,1372.0
2081519,2006,AA,DFW,TX,PHL,PA,15.0,16.0,4.0,5.0,165.0,1302.0
191042,1999,DL,LAX,CA,LAS,NV,-1.0,17.0,9.0,2.0,49.0,236.0
3737092,1996,AA,DFW,TX,MFE,TX,-2.0,15.0,5.0,-9.0,65.0,468.0
1249769,2011,US,PIT,PA,PHL,PA,8.0,31.0,4.0,14.0,47.0,268.0
2303425,2016,F9,MCO,FL,TTN,NJ,-9.0,13.0,6.0,-14.0,126.0,896.0
4291487,2009,9E,MOB,AL,MEM,TN,-5.0,12.0,7.0,-3.0,66.0,317.0
4950354,2013,OO,MRY,CA,PHX,AZ,18.0,9.0,5.0,13.0,90.0,598.0
513718,2015,WN,RDU,NC,STL,MO,145.0,8.0,4.0,142.0,105.0,667.0
2151683,2003,UA,ORD,IL,CMH,OH,64.0,20.0,3.0,60.0,47.0,296.0
4968850,2011,WN,BHM,AL,HOU,TX,7.0,7.0,3.0,-6.0,97.0,570.0
1843070,1997,DL,PHX,AZ,SLC,UT,0.0,15.0,7.0,7.0,76.0,507.0
467804,2009,UA,IAD,VA,SFO,CA,2.0,28.0,18.0,-14.0,291.0,2419.0
3192380,1995,DL,ATL,GA,LGA,NY,3.0,20.0,7.0,-8.0,97.0,761.0
4259780,2012,EV,ATL,GA,CAE,SC,-2.0,14.0,3.0,-14.0,34.0,192.0
1254872,1998,UA,LAS,NV,DEN,CO,163.0,11.0,9.0,168.0,87.0,629.0
3714428,2001,HP,LAS,NV,SNA,CA,-2.0,8.0,5.0,-12.0,43.0,226.0
2539428,2003,AA,ORD,IL,LGA,NY,-2.0,20.0,9.0,3.0,95.0,733.0
3571259,2004,UA,DEN,CO,CMH,OH,-8.0,11.0,5.0,-10.0,144.0,1155.0
865665,2004,AA,OAK,CA,DFW,TX,-5.0,19.0,7.0,4.0,186.0,1456.0
3123304,2007,WN,OKC,OK,LAS,NV,-3.0,7.0,7.0,-7.0,147.0,987.0
185870,2011,HA,HNL,HI,OGG,HI,2.0,11.0,6.0,3.0,20.0,101.0
2919328,2005,EV,LAN,MI,ATL,GA,0.0,25.0,18.0,13.0,100.0,630.0
2043546,2006,CO,PBI,FL,IAH,TX,-4.0,20.0,9.0,29.0,169.0,956.0
1401025,2005,HP,IND,IN,PHX,AZ,-3.0,11.0,20.0,-22.0,196.0,1489.0
2639912,2001,AA,AUS,TX,DFW,TX,-1.0,15.0,15.0,6.0,39.0,190.0
4433788,2007,WN,LAS,NV,BHM,AL,1.0,17.0,13.0,17.0,206.0,1618.0
1614551,2000,US,CLT,NC,PHL,PA,-4.0,12.0,5.0,1.0,75.0,448.0
3237017,2015,DL,ATL,GA,JAX,FL,-5.0,23.0,6.0,0.0,45.0,270.0
3385289,2013,AA,LAS,NV,ORD,IL,-2.0,17.0,6.0,-20.0,169.0,1514.0
2710754,2012,OO,LAX,CA,SMF,CA,-2.0,16.0,4.0,-7.0,58.0,373.0
3498768,2000,NW,DTW,MI,MEM,TN,-2.0,27.0,2.0,12.0,103.0,610.0
343486,1998,TW,OMA,NE,STL,MO,-2.0,9.0,10.0,-11.0,47.0,342.0
3904736,2009,WN,BWI,MD,BNA,TN,1.0,9.0,5.0,-14.0,81.0,588.0
131228,1995,AA,MIA,FL,DFW,TX,13.0,12.0,18.0,5.0,151.0,1121.0
3301895,2010,WN,SAT,TX,PHX,AZ,55.0,14.0,4.0,44.0,111.0,843.0
2115050,2016,WN,MDW,IL,SMF,CA,-3.0,14.0,5.0,-9.0,235.0,1790.0
328016,2014,AA,DFW,TX,CLT,NC,1.0,12.0,8.0,-11.0,113.0,936.0
2638593,2013,AS,ONT,CA,SEA,WA,-9.0,9.0,5.0,-4.0,129.0,956.0
744308,2000,HP,PHX,AZ,STL,MO,-4.0,22.0,5.0,4.0,156.0,1262.0
40646,2012,MQ,CLT,NC,MIA,FL,49.0,20.0,3.0,41.0,94.0,650.0
3322735,2013,OO,LNK,NE,MSP,MN,-11.0,8.0,7.0,-17.0,56.0,331.0
2570524,2016,DL,ATL,GA,TPA,FL,3.0,21.0,3.0,1.0,61.0,406.0
899653,2007,OO,TVC,MI,ORD,IL,-8.0,15.0,6.0,-16.0,44.0,224.0
1329569,2015,DL,GRB,WI,DTW,MI,-1.0,20.0,13.0,11.0,49.0,287.0
2393662,1997,DL,SLC,UT,MSO,MT,0.0,11.0,4.0,-8.0,58.0,436.0
2174250,1999,HP,LAS,NV,SAN,CA,37.0,13.0,3.0,35.0,42.0,258.0
2308735,2004,AA,SEA,WA,DFW,TX,-3.0,19.0,11.0,6.0,206.0,1660.0
3766015,1999,AA,ORD,IL,BOS,MA,-5.0,13.0,4.0,-25.0,100.0,867.0
4520493,2012,HA,HNL,HI,KOA,HI,-3.0,12.0,5.0,0.0,29.0,163.0
3741207,2009,WN,MCI,MO,STL,MO,12.0,9.0,4.0,9.0,39.0,237.0
1477942,2002,WN,SDF,KY,MDW,IL,3.0,8.0,5.0,0.0,44.0,271.0
4800551,2000,CO,IAH,TX,TPA,FL,-5.0,21.0,4.0,0.0,109.0,787.0
2165201,1999,DL,JFK,NY,ATL,GA,5.0,42.0,5.0,4.0,99.0,760.0
4129055,1995,AA,MIA,FL,SFO,CA,3.0,37.0,5.0,14.0,317.0,2585.0
1746004,2010,UA,SFO,CA,SEA,WA,6.0,26.0,4.0,5.0,97.0,679.0
4825874,1995,NW,RIC,VA,DTW,MI,-3.0,9.0,4.0,-7.0,82.0,456.0
1691283,1999,WN,MCO,FL,STL,MO,7.0,10.0,3.0,13.0,138.0,881.0
456921,2006,NW,MEM,TN,ATL,GA,-9.0,17.0,9.0,-4.0,57.0,332.0
2327828,2013,EV,DTW,MI,ORD,IL,-6.0,13.0,30.0,-2.0,42.0,235.0
1394007,2000,AA,SFO,CA,DFW,TX,1.0,13.0,16.0,-9.0,171.0,1464.0
846280,2006,XE,EWR,NJ,ALB,NY,-2.0,22.0,4.0,1.0,31.0,143.0
3746797,1999,AA,MCI,MO,ORD,IL,-5.0,8.0,5.0,-9.0,57.0,403.0
3777092,2006,MQ,LAX,CA,SAN,CA,-3.0,22.0,10.0,3.0,35.0,109.0
4690237,2016,DL,ATL,GA,STL,MO,-2.0,33.0,4.0,3.0,76.0,484.0
4779525,2015,MQ,LIT,AR,DFW,TX,7.0,12.0,10.0,5.0,63.0,304.0
670256,2009,F9,DEN,CO,DCA,VA,-10.0,12.0,6.0,-33.0,164.0,1476.0
2063344,2004,HA,LIH,HI,HNL,HI,-3.0,3.0,5.0,-2.0,22.0,102.0
2753774,2015,DL,BDL,CT,DTW,MI,-3.0,10.0,7.0,-7.0,90.0,549.0
1688471,1998,WN,MDW,IL,MCI,MO,0.0,9.0,3.0,-7.0,61.0,405.0
2165983,1997,US,PWM,ME,PHL,PA,6.0,15.0,3.0,16.0,82.0,365.0
1527297,2010,CO,EWR,NJ,LAX,CA,-1.0,15.0,8.0,-21.0,333.0,2454.0
996877,2016,WN,STL,MO,PDX,OR,11.0,7.0,38.0,117.0,326.0,1708.0
2928897,2003,MQ,ORD,IL,IAD,VA,3.0,17.0,5.0,-8.0,77.0,589.0
1628916,1995,TW,DFW,TX,STL,MO,-2.0,6.0,8.0,-10.0,81.0,550.0
3848305,2014,MQ,GPT,MS,DFW,TX,-5.0,6.0,16.0,-9.0,84.0,500.0
4233835,1996,AA,MSY,LA,DFW,TX,-3.0,9.0,9.0,-4.0,70.0,448.0
1119215,2003,WN,GEG,WA,SEA,WA,0.0,10.0,5.0,-2.0,43.0,224.0
2826890,2004,OO,GEG,WA,SEA,WA,0.0,5.0,4.0,-9.0,50.0,224.0
278327,2007,AA,SFO,CA,ORD,IL,-7.0,26.0,8.0,16.0,239.0,1846.0
3524481,2008,US,SLC,UT,PHX,AZ,-5.0,9.0,8.0,-7.0,76.0,507.0
3324953,2012,AS,PDX,OR,SJC,CA,57.0,11.0,3.0,52.0,86.0,569.0
971339,2011,US,CLT,NC,EWR,NJ,-8.0,14.0,4.0,-12.0,81.0,529.0
4616035,2012,EV,MFE,TX,IAH,TX,3.0,8.0,11.0,5.0,56.0,316.0
3036888,2004,HA,HNL,HI,KOA,HI,-4.0,11.0,5.0,-4.0,27.0,163.0
4800909,2014,DL,BZN,MT,MSP,MN,-6.0,16.0,5.0,-12.0,104.0,874.0
496000,2013,UA,SFO,CA,LAS,NV,1.0,17.0,6.0,-6.0,66.0,414.0
3472113,2002,US,TPA,FL,PHL,PA,-4.0,11.0,4.0,-5.0,135.0,920.0
1240914,2016,DL,MSP,MN,IND,IN,-3.0,11.0,12.0,-3.0,67.0,503.0
4021962,2014,OO,SLC,UT,CPR,WY,-9.0,17.0,3.0,-18.0,44.0,320.0
2411184,2013,AA,MIA,FL,LGA,NY,51.0,10.0,5.0,24.0,138.0,1096.0
3519452,1995,DL,ATL,GA,LAX,CA,2.0,20.0,15.0,0.0,230.0,1946.0
3078400,2013,EV,MSN,WI,ORD,IL,-5.0,9.0,6.0,-11.0,30.0,108.0
1719817,2004,AA,DCA,VA,MIA,FL,-3.0,8.0,4.0,-16.0,129.0,920.0
276368,2009,WN,PHX,AZ,SNA,CA,23.0,6.0,4.0,16.0,53.0,338.0
758605,2010,DL,DTW,MI,TPA,FL,35.0,14.0,4.0,24.0,125.0,983.0
1772353,1995,AA,DFW,TX,LGA,NY,2.0,28.0,4.0,-9.0,158.0,1389.0
3594227,2014,EV,MLU,LA,DFW,TX,33.0,9.0,8.0,28.0,48.0,293.0
1639675,2015,WN,ATL,GA,LGA,NY,15.0,15.0,7.0,-10.0,103.0,762.0
4647383,2000,HP,MCI,MO,PHX,AZ,10.0,12.0,16.0,16.0,140.0,1044.0
2055938,2007,NW,MSP,MN,BDL,CT,2.0,17.0,4.0,-21.0,112.0,1050.0
1556432,2003,US,SFO,CA,CLT,NC,-2.0,19.0,7.0,2.0,268.0,2296.0
3194717,2002,DL,DCA,VA,LGA,NY,-3.0,17.0,3.0,-8.0,38.0,214.0
2776476,2013,EV,IAH,TX,ATL,GA,38.0,14.0,8.0,26.0,88.0,689.0
3614570,2010,9E,MEM,TN,MOB,AL,-2.0,18.0,3.0,-2.0,50.0,317.0
3105738,2009,MQ,DCA,VA,ORD,IL,49.0,7.0,4.0,35.0,100.0,612.0
1836061,2016,DL,MYR,SC,ATL,GA,-9.0,9.0,5.0,-17.0,51.0,317.0
1007639,2002,WN,ELP,TX,SAT,TX,0.0,11.0,1.0,2.0,70.0,496.0
